sid,search,"splunk_server","_time","is_realtime","api_et","api_lt","event_count","exec_time","result_count","scan_count","search_et","search_lt",status,"total_run_time","__mv_sid","__mv_search","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_api_et","__mv_api_lt","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_scan_count","__mv_search_et","__mv_search_lt","__mv_status","__mv_total_run_time"
"1526812099.4360","| savedsearch instrumentation.topology.deployment.licensing.slave","Jonathons-MacBook-Air.local","1526812099.584764",0,"1526108400.000000000","1526799599.000000000",0,1526812099,1,0,"1526108400.000000000","1526799599.000000000",completed,"0.036000000000000004",,,,,,,,,,,,,,,
"1526812100.4361","| savedsearch instrumentation.usage.search.report_acceleration","Jonathons-MacBook-Air.local","1526812100.490452",0,"1526108400.000000000","1526799599.000000000",0,1526812101,1,0,"1526108400.000000000","1526799599.000000000",completed,"0.38",,,,,,,,,,,,,,,
"1526899774.10742","| savedsearch instrumentation.deployment.app","Jonathons-MacBook-Air.local","1526899774.522756",0,"1526713200.000000000","1526885999.000000000",0,1526899774,33,0,"1526713200.000000000","1526885999.000000000",completed,"0.049",,,,,,,,,,,,,,,
"1526899775.10743","| savedsearch instrumentation.topology.deployment.licensing.slave","Jonathons-MacBook-Air.local","1526899775.323386",0,"1526713200.000000000","1526885999.000000000",0,1526899775,1,0,"1526713200.000000000","1526885999.000000000",completed,"0.035",,,,,,,,,,,,,,,
"1526899775.10744","| savedsearch instrumentation.usage.search.report_acceleration","Jonathons-MacBook-Air.local","1526899775.979471",0,"1526713200.000000000","1526885999.000000000",0,1526899776,1,0,"1526713200.000000000","1526885999.000000000",completed,"0.28400000000000003",,,,,,,,,,,,,,,
"1527416904.12199","| savedsearch instrumentation.deployment.app","Jonathons-MacBook-Air.local","1527416904.219817",0,"1526799600.000000000","1527404399.000000000",0,1527416904,33,0,"1526799600.000000000","1527404399.000000000",completed,"0.06",,,,,,,,,,,,,,,
"1527416905.12200","| savedsearch instrumentation.topology.deployment.licensing.slave","Jonathons-MacBook-Air.local","1527416905.367577",0,"1526799600.000000000","1527404399.000000000",0,1527416905,1,0,"1526799600.000000000","1527404399.000000000",completed,"0.034",,,,,,,,,,,,,,,
"1527416906.12201","| savedsearch instrumentation.usage.search.report_acceleration","Jonathons-MacBook-Air.local","1527416906.006938",0,"1526799600.000000000","1527404399.000000000",0,1527416906,1,0,"1526799600.000000000","1527404399.000000000",completed,"0.363",,,,,,,,,,,,,,,
"1527505094.23937","| savedsearch instrumentation.deployment.app","Jonathons-MacBook-Air.local","1527505094.806028",0,"1527318000.000000000","1527490799.000000000",0,1527505095,33,0,"1527318000.000000000","1527490799.000000000",completed,"0.058",,,,,,,,,,,,,,,
"1527505095.23938","| savedsearch instrumentation.topology.deployment.licensing.slave","Jonathons-MacBook-Air.local","1527505095.775908",0,"1527318000.000000000","1527490799.000000000",0,1527505095,1,0,"1527318000.000000000","1527490799.000000000",completed,"0.034",,,,,,,,,,,,,,,
"1527505096.23939","| savedsearch instrumentation.usage.search.report_acceleration","Jonathons-MacBook-Air.local","1527505096.770970",0,"1527318000.000000000","1527490799.000000000",0,1527505097,1,0,"1527318000.000000000","1527490799.000000000",completed,"0.431",,,,,,,,,,,,,,,
"1527761248.52650","| savedsearch instrumentation.deployment.app","Jonathons-MacBook-Air.local","1527761248.660269",0,"1527404400.000000000","1527749999.000000000",0,1527761249,33,0,"1527404400.000000000","1527749999.000000000",completed,"0.095",,,,,,,,,,,,,,,
"1527761250.52651","| savedsearch instrumentation.topology.deployment.licensing.slave","Jonathons-MacBook-Air.local","1527761250.239354",0,"1527404400.000000000","1527749999.000000000",0,1527761250,1,0,"1527404400.000000000","1527749999.000000000",completed,"0.035",,,,,,,,,,,,,,,
"1527761251.52652","| savedsearch instrumentation.usage.search.report_acceleration","Jonathons-MacBook-Air.local","1527761251.159496",0,"1527404400.000000000","1527749999.000000000",0,1527761252,1,0,"1527404400.000000000","1527749999.000000000",completed,"0.522",,,,,,,,,,,,,,,
"1528020062.54512","| savedsearch instrumentation.deployment.app","Jonathons-MacBook-Air.local","1528020062.240356",0,"1527663600.000000000","1528009199.000000000",0,1528020062,33,0,"1527663600.000000000","1528009199.000000000",completed,"0.077",,,,,,,,,,,,,,,
"1528020063.54513","| savedsearch instrumentation.topology.deployment.licensing.slave","Jonathons-MacBook-Air.local","1528020063.420801",0,"1527663600.000000000","1528009199.000000000",0,1528020063,1,0,"1527663600.000000000","1528009199.000000000",completed,"0.036000000000000004",,,,,,,,,,,,,,,
"1528020064.54514","| savedsearch instrumentation.usage.search.report_acceleration","Jonathons-MacBook-Air.local","1528020064.298756",0,"1527663600.000000000","1528009199.000000000",0,1528020065,1,0,"1527663600.000000000","1528009199.000000000",completed,"0.468",,,,,,,,,,,,,,,
