sid,search,"splunk_server","_time","is_realtime",provenance,"event_count","exec_time","result_count","savedsearch_name","scan_count",status,"total_run_time","ui_dispatch_view","api_et","search_et","api_lt","search_lt","__mv_sid","__mv_search","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_provenance","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_savedsearch_name","__mv_scan_count","__mv_status","__mv_total_run_time","__mv_ui_dispatch_view","__mv_api_et","__mv_search_et","__mv_api_lt","__mv_search_lt"
"admin__admin__browsers__search1_1517342999.253","search index=browsers | top os_user","Jonathons-MacBook-Air.local","1517342999.882670",0,"UI:Dashboard:overview",12954,1517343000,1,search1,12954,completed,"1.645340871",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search2_1517343002.260","search index=browsers sourcetype=""history"" os_user=""*"" | stats count by browser","Jonathons-MacBook-Air.local","1517343002.598007",0,"UI:Dashboard:overview",10856,1517343002,1,search2,10856,completed,"2.384057204",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search3_1517343002.261","search index=browsers sourcetype=""history"" os_user=""*"" | rex field=url ""//(?<domain>[^\/]+)"" | stats count by domain | sort count desc","Jonathons-MacBook-Air.local","1517343002.611133",0,"UI:Dashboard:overview",10856,1517343002,304,search3,10856,completed,"2.980598929",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search4_1517343002.262","search index=browsers sourcetype=""history"" os_user=""*"" | rex field=url ""//(?<domain>[^\/]+)"" | eval mins_ago=floor((now()-_time) /60)  | table title, domain, mins_ago","Jonathons-MacBook-Air.local","1517343002.618811",0,"UI:Dashboard:overview",10856,1517343002,10856,search4,10856,completed,"3.607508612",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search5_1517343002.263","search index=browsers sourcetype=""history"" os_user=""*"" | eval local_date_hour=strftime(_time,""%H"") | chart count by local_date_hour","Jonathons-MacBook-Air.local","1517343002.638766",0,"UI:Dashboard:overview",10856,1517343003,24,search5,10856,completed,"2.358200240",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search6_1517343002.264","search index=browsers sourcetype=""history"" os_user=""*"" | bucket _time span=1d
  | eval DayOfWeekC=strftime(_time, ""%a"")
  | eval DayOfWeekN=strftime(_time, ""%u"")
  | stats count by DayOfWeekN, DayOfWeekC | fields - DayOfWeekN","Jonathons-MacBook-Air.local","1517343002.656841",0,"UI:Dashboard:overview",10856,1517343003,7,search6,10856,completed,"2.702244080",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search7_1517343002.265","search index=browsers sourcetype=""history"" os_user=""*"" | timechart count by browser","Jonathons-MacBook-Air.local","1517343002.662217",0,"UI:Dashboard:overview",10856,1517343003,91,search7,10856,completed,"2.657679972",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search3_1517343103.271","search index=browsers sourcetype=""downloads"" os_user=""*"" browser=* | stats sum(maxBytes) as total | eval total=total/1024/1024/1024 | eval total=round(total, 3)","Jonathons-MacBook-Air.local","1517343103.865837",0,"UI:Dashboard:downloads",2059,1517343104,1,search3,2059,completed,"0.799018952",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search5_1517343103.273","search index=browsers sourcetype=""downloads"" os_user=""*"" browser=* | rex field=target ""(?i)[^\.]*\.(?P<ext>.{0,4})$"" | timechart count by ext","Jonathons-MacBook-Air.local","1517343103.881236",0,"UI:Dashboard:downloads",2059,1517343104,13,search5,2059,completed,"0.878038078",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search4_1517343194.274","search index=browsers sourcetype=""downloads"" os_user=""*"" browser=* | table _time, target","Jonathons-MacBook-Air.local","1517343194.489204",0,"UI:Dashboard:downloads",2059,1517343194,2059,search4,2059,completed,"0.381210372",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search4_1517343237.277","search index=browsers sourcetype=""downloads"" os_user=""*"" browser=* | table _time, target | sort - _time","Jonathons-MacBook-Air.local","1517343237.849607",0,"UI:Dashboard:downloads",2059,1517343237,2059,search4,2059,completed,"0.394168808",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search3_1517343293.278","search index=browsers sourcetype=""downloads"" os_user=""jonathon"" browser=* | stats sum(maxBytes) as total | eval total=total/1024/1024/1024 | eval total=round(total, 3)","Jonathons-MacBook-Air.local","1517343293.990140",0,"UI:Dashboard:downloads",2059,1517343294,1,search3,2059,completed,"0.552795822",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search5_1517343294.279","search index=browsers sourcetype=""downloads"" os_user=""jonathon"" browser=* | rex field=target ""(?i)[^\.]*\.(?P<ext>.{0,4})$"" | timechart count by ext","Jonathons-MacBook-Air.local","1517343294.009842",0,"UI:Dashboard:downloads",2059,1517343294,13,search5,2059,completed,"0.636514274",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search4_1517343294.280","search index=browsers sourcetype=""downloads"" os_user=""jonathon"" browser=* | table _time, target | sort - _time","Jonathons-MacBook-Air.local","1517343294.016505",0,"UI:Dashboard:downloads",2059,1517343294,2059,search4,2059,completed,"0.649797402",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search2_1517343312.281","search index=browsers sourcetype=""local"" os_user=""*"" | rex field=url ""(?i)file:///(?P<drive>[^:]+)"" | timechart count by drive","Jonathons-MacBook-Air.local","1517343312.879399",0,"UI:Dashboard:local",0,1517343312,0,search2,0,completed,"0.456602842",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search3_1517343312.282","search index=browsers sourcetype=""local"" os_user=""*"" | top url | table url,count","Jonathons-MacBook-Air.local","1517343312.889187",0,"UI:Dashboard:local",0,1517343312,0,search3,0,completed,"0.446688099",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search4_1517343312.283","search index=browsers sourcetype=""local"" os_user=""*"" | where like(url, ""%.jpg"") OR like(url, ""%.png"") | eval url=replace(url,""file:///"","""") | eval url=urldecode(url) | table url, _time","Jonathons-MacBook-Air.local","1517343312.902582",0,"UI:Dashboard:local",0,1517343313,0,search4,0,completed,"0.443623150",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search5_1517343312.284","search index=browsers sourcetype=""local"" os_user=""*"" | where like(url, ""%.doc"") OR like(url, ""%.docx"") OR like(url, ""%.xsl"") OR like(url, ""%.xslx"") OR like(url, ""%.ppt"") OR like(url, ""%.pptx"") OR like(url, ""%.pdf"") | eval url=replace(url,""file:///"","""") | eval url=urldecode(url) | table url, _time","Jonathons-MacBook-Air.local","1517343312.907761",0,"UI:Dashboard:local",0,1517343313,0,search5,0,completed,"0.439936510",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search2_1517343342.285","search index=browsers sourcetype=""local"" os_user=""*"" | rex field=url ""(?i)file:///(?P<drive>[^:]+)"" | timechart count by drive","Jonathons-MacBook-Air.local","1517343342.788049",0,"UI:Dashboard:local",0,1517343343,0,search2,0,completed,"0.641086609",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search3_1517343342.286","search index=browsers sourcetype=""local"" os_user=""*"" | top url | table url,count","Jonathons-MacBook-Air.local","1517343342.791702",0,"UI:Dashboard:local",0,1517343343,0,search3,0,completed,"0.622836518",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search4_1517343342.287","search index=browsers sourcetype=""local"" os_user=""*"" | where like(url, ""%.jpg"") OR like(url, ""%.png"") | eval url=replace(url,""file:///"","""") | eval url=urldecode(url) | table url, _time","Jonathons-MacBook-Air.local","1517343342.795731",0,"UI:Dashboard:local",0,1517343343,0,search4,0,completed,"0.582404790",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search5_1517343342.288","search index=browsers sourcetype=""local"" os_user=""*"" | where like(url, ""%.doc"") OR like(url, ""%.docx"") OR like(url, ""%.xsl"") OR like(url, ""%.xslx"") OR like(url, ""%.ppt"") OR like(url, ""%.pptx"") OR like(url, ""%.pdf"") | eval url=replace(url,""file:///"","""") | eval url=urldecode(url) | table url, _time","Jonathons-MacBook-Air.local","1517343342.810845",0,"UI:Dashboard:local",0,1517343343,0,search5,0,completed,"0.612842511",,,,,,,,,,,,,,,,,,,,,,,
"md_1517343345.289","| metadata index=browsers type=sources","Jonathons-MacBook-Air.local","1517343345.243107",0,,0,1517343345,1,,0,completed,"0.089171376",dashboard,,,,,,,,,,,,,,,,,,,,,,
"md_1517343345.291","| metadata index=browsers type=sourcetypes","Jonathons-MacBook-Air.local","1517343345.246092",0,,0,1517343345,3,,0,completed,"0.109824777",dashboard,,,,,,,,,,,,,,,,,,,,,,
"md_1517343345.292","| metadata index=browsers type=hosts","Jonathons-MacBook-Air.local","1517343345.370957",0,,0,1517343345,1,,0,completed,"0.075401854",dashboard,,,,,,,,,,,,,,,,,,,,,,
"md_1517343345.293","| metadata index=browsers type=sources","Jonathons-MacBook-Air.local","1517343345.377045",0,,0,1517343345,1,,0,completed,"0.082177903",dashboard,,,,,,,,,,,,,,,,,,,,,,
"md_1517343345.294","| metadata index=browsers type=sourcetypes","Jonathons-MacBook-Air.local","1517343345.421910",0,,0,1517343345,3,,0,completed,"0.099090444",dashboard,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search1_1517343359.295","search index=browsers | top os_user","Jonathons-MacBook-Air.local","1517343359.168391",0,"UI:Dashboard:overview",12967,1517343359,1,search1,12967,completed,"0.680761515",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search2_1517343360.296","search index=browsers sourcetype=""history"" os_user=""*"" | stats count by browser","Jonathons-MacBook-Air.local","1517343360.218813",0,"UI:Dashboard:overview",10869,1517343360,1,search2,10869,completed,"2.092120540",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search3_1517343360.297","search index=browsers sourcetype=""history"" os_user=""*"" | rex field=url ""//(?<domain>[^\/]+)"" | stats count by domain | sort count desc","Jonathons-MacBook-Air.local","1517343360.235595",0,"UI:Dashboard:overview",10869,1517343360,304,search3,10869,completed,"2.555546037",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search4_1517343360.298","search index=browsers sourcetype=""history"" os_user=""*"" | rex field=url ""//(?<domain>[^\/]+)"" | eval mins_ago=floor((now()-_time) /60)  | table title, domain, mins_ago","Jonathons-MacBook-Air.local","1517343360.250137",0,"UI:Dashboard:overview",10869,1517343360,10869,search4,10869,completed,"3.309979801",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search5_1517343360.299","search index=browsers sourcetype=""history"" os_user=""*"" | eval local_date_hour=strftime(_time,""%H"") | chart count by local_date_hour","Jonathons-MacBook-Air.local","1517343360.285367",0,"UI:Dashboard:overview",10869,1517343360,24,search5,10869,completed,"2.184477913",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search6_1517343360.300","search index=browsers sourcetype=""history"" os_user=""*"" | bucket _time span=1d
  | eval DayOfWeekC=strftime(_time, ""%a"")
  | eval DayOfWeekN=strftime(_time, ""%u"")
  | stats count by DayOfWeekN, DayOfWeekC | fields - DayOfWeekN","Jonathons-MacBook-Air.local","1517343360.402067",0,"UI:Dashboard:overview",10869,1517343360,7,search6,10869,completed,"2.424348592",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search7_1517343360.301","search index=browsers sourcetype=""history"" os_user=""*"" | timechart count by browser","Jonathons-MacBook-Air.local","1517343360.410959",0,"UI:Dashboard:overview",10869,1517343360,91,search7,10869,completed,"2.179189885",,,,,,,,,,,,,,,,,,,,,,,
"1517355984.426","search index=browsers sourcetype=""history"" os_user=""*"" | rex field=url ""//(?<domain>[^\/]+)"" | stats count by domain | sort count desc","Jonathons-MacBook-Air.local","1517355984.193850",0,"UI:Search",10895,1517355984,307,,10895,completed,"1.447736012",,"1370201626.000000000","1370201626.000000000",,,,,,,,,,,,,,,,,,,,
"1517356182.433","search index=browsers sourcetype=""history"" os_user=""*""","Jonathons-MacBook-Air.local","1517356182.852413",0,"UI:Search",10899,1517356183,1000,,10899,completed,"1.508823987",,"1370201626.000000000","1370201626.000000000",,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search2_1517356486.436","search index=browsers sourcetype=""history"" os_user=""jonathon"" | stats count by browser","Jonathons-MacBook-Air.local","1517356486.669401",0,"UI:Dashboard:overview",10904,1517356487,1,search2,10904,completed,"2.336219005",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search3_1517356486.437","search index=browsers sourcetype=""history"" os_user=""jonathon"" | rex field=url ""//(?<domain>[^\/]+)"" | stats count by domain | sort count desc","Jonathons-MacBook-Air.local","1517356486.678623",0,"UI:Dashboard:overview",10904,1517356487,307,search3,10904,completed,"2.932495071",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search4_1517356486.438","search index=browsers sourcetype=""history"" os_user=""jonathon"" | rex field=url ""//(?<domain>[^\/]+)"" | eval mins_ago=floor((now()-_time) /60)  | table title, domain, mins_ago","Jonathons-MacBook-Air.local","1517356486.702625",0,"UI:Dashboard:overview",10904,1517356487,10904,search4,10904,completed,"3.827469903",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search5_1517356486.439","search index=browsers sourcetype=""history"" os_user=""jonathon"" | eval local_date_hour=strftime(_time,""%H"") | chart count by local_date_hour","Jonathons-MacBook-Air.local","1517356486.711421",0,"UI:Dashboard:overview",10904,1517356487,24,search5,10904,completed,"2.309718800",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search6_1517356486.440","search index=browsers sourcetype=""history"" os_user=""jonathon"" | bucket _time span=1d
  | eval DayOfWeekC=strftime(_time, ""%a"")
  | eval DayOfWeekN=strftime(_time, ""%u"")
  | stats count by DayOfWeekN, DayOfWeekC | fields - DayOfWeekN","Jonathons-MacBook-Air.local","1517356486.716224",0,"UI:Dashboard:overview",10904,1517356487,7,search6,10904,completed,"2.692561358",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search7_1517356486.441","search index=browsers sourcetype=""history"" os_user=""jonathon"" | timechart count by browser","Jonathons-MacBook-Air.local","1517356486.732461",0,"UI:Dashboard:overview",10904,1517356487,91,search7,10904,completed,"2.672790141",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search3_1517356500.442","search index=browsers sourcetype=""downloads"" os_user=""*"" browser=* | stats sum(maxBytes) as total | eval total=total/1024/1024/1024 | eval total=round(total, 3)","Jonathons-MacBook-Air.local","1517356500.121789",0,"UI:Dashboard:downloads",2061,1517356500,1,search3,2061,canceled,"0.500327812",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search4_1517356500.443","search index=browsers sourcetype=""downloads"" os_user=""*"" browser=* | table _time, target | sort - _time","Jonathons-MacBook-Air.local","1517356500.142986",0,"UI:Dashboard:downloads",2061,1517356500,2061,search4,2061,canceled,"0.591197093",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search5_1517356500.444","search index=browsers sourcetype=""downloads"" os_user=""*"" browser=* | rex field=target ""(?i)[^\.]*\.(?P<ext>.{0,4})$"" | timechart count by ext","Jonathons-MacBook-Air.local","1517356500.145980",0,"UI:Dashboard:downloads",2061,1517356500,13,search5,2061,canceled,"0.639003008",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search3_1517356504.445","search index=browsers sourcetype=""downloads"" os_user=""*"" browser=* | stats sum(maxBytes) as total | eval total=total/1024/1024/1024 | eval total=round(total, 3)","Jonathons-MacBook-Air.local","1517356504.551070",0,"UI:Dashboard:downloads",3,1517356504,1,search3,3,canceled,"0.383630922",,"1517299200.000000000","1517299200.000000000","1517356504.000000000","1517356504.000000000",,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search4_1517356504.446","search index=browsers sourcetype=""downloads"" os_user=""*"" browser=* | table _time, target | sort - _time","Jonathons-MacBook-Air.local","1517356504.570838",0,"UI:Dashboard:downloads",3,1517356504,3,search4,3,canceled,"0.372633961",,"1517299200.000000000","1517299200.000000000","1517356504.000000000","1517356504.000000000",,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search5_1517356504.447","search index=browsers sourcetype=""downloads"" os_user=""*"" browser=* | rex field=target ""(?i)[^\.]*\.(?P<ext>.{0,4})$"" | timechart count by ext","Jonathons-MacBook-Air.local","1517356504.580369",0,"UI:Dashboard:downloads",3,1517356504,96,search5,3,canceled,"0.364668149",,"1517299200.000000000","1517299200.000000000","1517356504.000000000","1517356504.000000000",,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search3_1517356527.448","search index=browsers sourcetype=""downloads"" os_user=""*"" browser=* | stats sum(maxBytes) as total | eval total=total/1024/1024/1024 | eval total=round(total, 3)","Jonathons-MacBook-Air.local","1517356527.754560",0,"UI:Dashboard:downloads",67,1517356527,1,search3,67,completed,"0.377515604",,"1516748400.000000000","1516748400.000000000","1517356527.000000000","1517356527.000000000",,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search4_1517356527.449","search index=browsers sourcetype=""downloads"" os_user=""*"" browser=* | table _time, target | sort - _time","Jonathons-MacBook-Air.local","1517356527.785193",0,"UI:Dashboard:downloads",67,1517356527,67,search4,67,completed,"0.358885383",,"1516748400.000000000","1516748400.000000000","1517356527.000000000","1517356527.000000000",,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search5_1517356527.450","search index=browsers sourcetype=""downloads"" os_user=""*"" browser=* | rex field=target ""(?i)[^\.]*\.(?P<ext>.{0,4})$"" | timechart count by ext","Jonathons-MacBook-Air.local","1517356527.791506",0,"UI:Dashboard:downloads",67,1517356527,8,search5,67,completed,"0.362611059",,"1516748400.000000000","1516748400.000000000","1517356527.000000000","1517356527.000000000",,,,,,,,,,,,,,,,,,
"1517356579.451","search index=browsers sourcetype=""history"" os_user=""*"" | rex field=url ""//(?<domain>[^\/]+)"" | timechart limit=500  count by domain  desc","Jonathons-MacBook-Air.local","1517356579.794968",0,"UI:Search",0,1517356579,0,,0,failed,"0.076747956",,"1370201626.000000000","1370201626.000000000",,,,,,,,,,,,,,,,,,,,
"1517356591.456","search index=browsers sourcetype=""history"" os_user=""*"" | rex field=url ""//(?<domain>[^\/]+)"" | timechart limit=500  count by domain","Jonathons-MacBook-Air.local","1517356591.992484",0,"UI:Search",10909,1517356592,56,,10909,completed,"1.313055642",,"1370201626.000000000","1370201626.000000000",,,,,,,,,,,,,,,,,,,,
"1517356624.463","search index=browsers sourcetype=""history"" os_user=""*"" | rex field=url ""//(?<domain>[^\/]+)"" | timechart limit=500  count by domain","Jonathons-MacBook-Air.local","1517356624.149047",0,"UI:Search",80,1517356624,96,,80,completed,"0.301876041",,"1517299200.000000000","1517299200.000000000","1517356624.000000000","1517356624.000000000",,,,,,,,,,,,,,,,,,
"1517356635.464","search index=browsers sourcetype=""history"" os_user=""*"" | rex field=url ""//(?<domain>[^\/]+)"" | timechart limit=500  count by domain","Jonathons-MacBook-Air.local","1517356635.881667",0,"UI:Search",1054,1517356635,8,,1054,completed,"0.353214045",,"1516748400.000000000","1516748400.000000000","1517356635.000000000","1517356635.000000000",,,,,,,,,,,,,,,,,,
"1517356768.466","search index=browsers sourcetype=""history""","Jonathons-MacBook-Air.local","1517356768.838203",0,"UI:Search",1066,1517356768,1066,,1066,completed,"0.682549223",,"1516748400.000000000","1516748400.000000000","1517356768.000000000","1517356768.000000000",,,,,,,,,,,,,,,,,,
"1517356923.469","search index=browsers sourcetype=""history"" | stats count by browser","Jonathons-MacBook-Air.local","1517356923.917447",0,"UI:Search",10924,1517356924,1,,10924,completed,"0.756080592",,,,,,,,,,,,,,,,,,,,,,,
"1517356979.470","search index=browsers sourcetype=""history"" | stats count by browser","Jonathons-MacBook-Air.local","1517356979.832831",0,"UI:Search",95,1517356980,1,,95,completed,"0.277524347",,"1517299200.000000000","1517299200.000000000","1517356979.000000000","1517356979.000000000",,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search1_1523034280.136","search index=browsers | top os_user","Jonathons-MacBook-Air.local","1523034280.633965",0,"UI:Dashboard:overview",23726,1523034280,1,search1,23726,completed,"1.392943891",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search2_1523034282.139","search index=browsers sourcetype=""history"" os_user=""*"" | stats count by browser","Jonathons-MacBook-Air.local","1523034282.809756",0,"UI:Dashboard:overview",20860,1523034282,1,search2,20860,completed,"3.895022020",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search3_1523034282.140","search index=browsers sourcetype=""history"" os_user=""*"" | rex field=url ""//(?<domain>[^\/]+)"" | stats count by domain | sort count desc","Jonathons-MacBook-Air.local","1523034282.819214",0,"UI:Dashboard:overview",20860,1523034283,545,search3,20860,completed,"4.355324209",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search5_1523034282.142","search index=browsers sourcetype=""history"" os_user=""*"" | eval local_date_hour=strftime(_time,""%H"") | chart count by local_date_hour","Jonathons-MacBook-Air.local","1523034282.824768",0,"UI:Dashboard:overview",20860,1523034283,24,search5,20860,completed,"3.701781272",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search6_1523034282.144","search index=browsers sourcetype=""history"" os_user=""*"" | bucket _time span=1d
  | eval DayOfWeekC=strftime(_time, ""%a"")
  | eval DayOfWeekN=strftime(_time, ""%u"")
  | stats count by DayOfWeekN, DayOfWeekC | fields - DayOfWeekN","Jonathons-MacBook-Air.local","1523034282.833669",0,"UI:Dashboard:overview",20860,1523034283,7,search6,20860,completed,"4.104332150",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search3_1523034313.145","search index=browsers sourcetype=""history"" os_user=""*"" browser=* google.com/search OR google.com/#q | dedup q | rename q as query | eval query=urldecode(query) | table query, _time","Jonathons-MacBook-Air.local","1523034313.937251",0,"UI:Dashboard:web_searches",42,1523034313,42,search3,617,completed,"1.155477035",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search4_1523034313.146","search index=browsers sourcetype=""history"" os_user=""*"" browser=* url=""*google.com/search*"" | eval series=""Google Search""
            | append [search index=browsers sourcetype=""history"" os_user=""*"" browser=* url=""*google.com/maps*"" | eval series=""Google Maps""
         | append [search index=browsers sourcetype=""history"" os_user=""*"" browser=* url=""*youtube.com/watch*"" | eval series=""Youtube""
            | append [search index=browsers sourcetype=""history"" os_user=""*"" browser=* url=""http://www.amazon.com/*"" | eval series=""Amazon""
            | append [search index=browsers sourcetype=""history"" os_user=""*"" browser=* url=""*wikipedia.com*"" | eval series=""Wikipedia""
            | append [search index=browsers sourcetype=""history"" os_user=""*"" browser=* url=""*linkedin.com*"" | eval series=""LinkedIn""]
              ]]]]
              | timechart count by series","Jonathons-MacBook-Air.local","1523034313.944306",0,"UI:Dashboard:web_searches",565,1523034313,6,search4,29101,completed,"3.412715693",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search5_1523034313.147","search index=browsers sourcetype=""history""  os_user=""*"" browser=* twitter.com/search |eval ""Twitter Search""=urldecode(twitter_search_string) |dedup ""Twitter Search"" |table ""Twitter Search"", _time","Jonathons-MacBook-Air.local","1523034313.972934",0,"UI:Dashboard:web_searches",0,1523034314,0,search5,68,completed,"0.893165596",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search8_1523034313.150","search index=browsers sourcetype=""history"" os_user=""*"" browser=* url=""http://www.amazon.com*""  | rex field=title ""(?i)Amazon\.com: (?P<item>.+)\:"" |dedup item | table item, _time","Jonathons-MacBook-Air.local","1523034313.989026",0,"UI:Dashboard:web_searches",0,1523034314,0,search8,150,completed,"0.943277494",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search9_1523034313.151","search index=browsers sourcetype=""history"" os_user=""*"" browser=* wikipedia.org | rex field=url ""(?i)/wiki/(?P<ewiki>.+)"" | rex field=ewiki mode=sed ""s/\_/ /g"" |search ewiki=*| eval wiki=urldecode(ewiki) | table wiki, _time","Jonathons-MacBook-Air.local","1523034313.997681",0,"UI:Dashboard:web_searches",9,1523034314,9,search9,9,completed,"0.866175940",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search10_1523034314.152","search index=browsers sourcetype=""history"" os_user=""*"" browser=* index=browsers sourcetype=""history"" linkedin.com/profile/view* | eval title=replace(title, ""\| LinkedIn"","""") |search title=* | table title, _time","Jonathons-MacBook-Air.local","1523034314.008500",0,"UI:Dashboard:web_searches",0,1523034314,0,search10,113,completed,"0.969709954",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search3_1523034349.153","search index=browsers sourcetype=""downloads"" os_user=""*"" browser=* | stats sum(maxBytes) as total | eval total=total/1024/1024/1024 | eval total=round(total, 3)","Jonathons-MacBook-Air.local","1523034349.080238",0,"UI:Dashboard:downloads",2827,1523034349,1,search3,2827,completed,"0.568289694",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search4_1523034349.154","search index=browsers sourcetype=""downloads"" os_user=""*"" browser=* | table _time, target | sort - _time","Jonathons-MacBook-Air.local","1523034349.091905",0,"UI:Dashboard:downloads",2827,1523034349,2827,search4,2827,completed,"0.749078569",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search3_1523034375.156","search index=browsers sourcetype=""downloads"" os_user=""*"" browser=* | stats sum(maxBytes) as total | eval total=total/1024/1024/1024 | eval total=round(total, 3)","Jonathons-MacBook-Air.local","1523034375.466621",0,"UI:Dashboard:downloads",74,1523034375,1,search3,74,completed,"0.380132384",,"1522429200.000000000","1522429200.000000000","1523034375.000000000","1523034375.000000000",,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search5_1523034375.158","search index=browsers sourcetype=""downloads"" os_user=""*"" browser=* | rex field=target ""(?i)[^\.]*\.(?P<ext>.{0,4})$"" | timechart count by ext","Jonathons-MacBook-Air.local","1523034375.486277",0,"UI:Dashboard:downloads",74,1523034375,8,search5,74,completed,"0.404495945",,"1522429200.000000000","1522429200.000000000","1523034375.000000000","1523034375.000000000",,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search1_1523767519.38","search index=browsers | top os_user","Jonathons-MacBook-Air.local","1523767519.944158",0,"UI:Dashboard:overview",27944,1523767520,1,search1,27944,completed,"1.496044932",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search3_1523767522.42","search index=browsers sourcetype=""history"" os_user=""*"" | rex field=url ""//(?<domain>[^\/]+)"" | stats count by domain | sort count desc","Jonathons-MacBook-Air.local","1523767522.146798",0,"UI:Dashboard:overview",24950,1523767522,615,search3,24950,completed,"4.789386562",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search4_1523767522.43","search index=browsers sourcetype=""history"" os_user=""*"" | rex field=url ""//(?<domain>[^\/]+)"" | eval mins_ago=floor((now()-_time) /60)  | table title, domain, mins_ago","Jonathons-MacBook-Air.local","1523767522.149702",0,"UI:Dashboard:overview",24950,1523767522,24950,search4,24950,completed,"5.902205718",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search5_1523767522.44","search index=browsers sourcetype=""history"" os_user=""*"" | eval local_date_hour=strftime(_time,""%H"") | chart count by local_date_hour","Jonathons-MacBook-Air.local","1523767522.192645",0,"UI:Dashboard:overview",24950,1523767522,24,search5,24950,completed,"3.987555463",,,,,,,,,,,,,,,,,,,,,,,
"admin__admin__browsers__search7_1523767522.46","search index=browsers sourcetype=""history"" os_user=""*"" | timechart count by browser","Jonathons-MacBook-Air.local","1523767522.249938",0,"UI:Dashboard:overview",24950,1523767522,6,search7,24950,completed,"4.449959396",,,,,,,,,,,,,,,,,,,,,,,
